g1,vcmax,tleaf,twood,troot,aleaf,awood,aroot
2.00631610211,6.79725529508e-05,3.05808378828,0.0,2.49373892017,0.675000011921,0.0,0.324999988079
4.308522528,4.56598720578e-05,1.2660147635,0.0,2.53215818031,0.675000011921,0.0,0.324999988079
3.24210612174,4.68176813828e-05,2.44307965989,50.6467310455,3.18840144052,0.362500011921,0.425000011921,0.21250000596
2.13093885376,5.24136780906e-05,2.83599162388,49.882534824,4.28249628727,0.425000011921,0.27500000596,0.300000011921
3.56901086566,7.50440011226e-05,3.02176934639,40.9278851157,2.70584065933,0.387499988079,0.3125,0.300000011921
1.75566338287,7.89687269451e-05,1.78745930006,39.9399259261,4.53177087798,0.300000011921,0.23749999702,0.46250000596
1.89294850226,0.000124066034944,2.01047517117,13.8159967432,1.57665710585,0.3125,0.47499999404,0.21250000596
2.56564675427,7.64719104358e-05,1.86686931421,36.4364615268,2.68734275982,0.25,0.487500011921,0.262499988079
4.50154353136,7.33779123256e-05,4.35690779379,32.5019385505,4.20412986789,0.25,0.487500011921,0.262499988079
1.7479461343,9.54823740879e-05,2.46595815291,51.7918343037,1.90414874899,0.3125,0.262499988079,0.425000011921
1.94431514958,9.17809845172e-05,4.86348282185,56.8361511918,0.738789573145,0.28749999404,0.387499988079,0.324999988079
3.48880880992,4.37681702125e-05,3.25110663293,31.4054144202,3.18126960954,0.425000011921,0.27500000596,0.300000011921
2.04379661359,0.000124193268851,5.006407226,21.5712896096,1.81501855122,0.27500000596,0.524999976158,0.20000000298
1.7148406762,3.48780832583e-05,0.752607341074,27.703974591,2.89173449,0.28749999404,0.362500011921,0.34999999404
2.43797432326,7.50470955857e-05,3.01274821303,42.6517386412,4.13274281324,0.28749999404,0.387499988079,0.324999988079
2.74966734338,4.62653824536e-05,2.02397299813,40.0947043008,4.97612517766,0.28749999404,0.362500011921,0.34999999404
2.42524127223,4.07416343913e-05,2.46499672781,31.241521104,3.49128406501,0.375,0.375,0.25
3.15928014586,5.20029269426e-05,1.67354673121,31.0276540139,3.10151530686,0.27500000596,0.512499988079,0.21250000596
1.78410871679,9.00792651047e-05,2.7828022157,44.193546971,0.992390790967,0.375,0.375,0.25
2.66745788214,3.94452789482e-05,3.04753678707,40.9471412625,3.48537833858,0.3125,0.47499999404,0.21250000596
